W,Название,Title,Тип изображения,Изображение на сайте,"Ширина, px","Высота, px",Мегапиксели,Источник,Страница источника
620,Андре Лавре,Andre Lauvray,цветная фотография,https://monet.1vasiliadi.com/img/1600/w620.webp,2880,3551,10.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Portrait_d'Andr%C3%A9_Lauvray_(1880)_Claude_Monet_(W_620).jpg
621,Скалы в Пти-Даль,The Cliffs of Les Petites-Dalles,цветная фотография,https://monet.1vasiliadi.com/img/1600/w621.webp,1600,1208,1.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Cliffs_of_the_Petites_Dalles,_1880.jpg"
622,Море в Ле-Пти-Даль,The Sea at Les Petites-Dalles,скан из каталога,https://monet.1vasiliadi.com/img/1600/w622.webp,432,304,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_622.png"
623,Волна,The Wave,цветная фотография,https://monet.1vasiliadi.com/img/1600/w623.webp,852,632,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:La_Vague_(1880)_Claude_Monet_(W623).jpg
624,"Открытое море, штормовая погода","Open Sea, Rough Weather",скан из каталога,https://monet.1vasiliadi.com/img/1600/w624.webp,1024,766,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w624.jpg
625,Георгины,Dahlias,скан из каталога,https://monet.1vasiliadi.com/img/1600/w625.webp,834,1021,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w625_dahlias.jpg
626,Букет мальв,Bouquet of Mallows,цветная фотография,https://monet.1vasiliadi.com/img/1600/w626.webp,2257,2929,6.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vase_of_Flowers_Claude_Monet.jpg
627,Астры,Asters,скан из каталога,https://monet.1vasiliadi.com/img/1600/w627.webp,525,640,0.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w627.jpg
628,Букет подсолнухов,Bouquet of Sunflowers,цветная фотография,https://monet.1vasiliadi.com/img/1600/w628.webp,3208,3966,12.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_052.jpg
629,Топинамбур,Jerusalem Artichokes,цветная фотография,https://monet.1vasiliadi.com/img/1600/w629.webp,3840,5299,20.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Jerusalem_Artichoke_Flowers_E10330.jpg
630,Корзина с яблоками,Basket of Apples,скан из каталога,https://monet.1vasiliadi.com/img/1600/w630.webp,1024,814,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w630_bastek_of_apples.jpg
631,Груши и виноград,Pears and Grapes,цветная фотография,https://monet.1vasiliadi.com/img/1600/w631.webp,1250,1018,1.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Birnen_und_Trauben,_1880.jpg"
632,Портрет Жана Моне,Portrait of Jean Monet,цветная фотография,https://monet.1vasiliadi.com/img/1600/w632.webp,280,344,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_portrait-of-jean-monet.jpg
633,Мишель Моне в шапочке с помпоном,Michel Monet with a Pompom,цветная фотография,https://monet.1vasiliadi.com/img/1600/w633.webp,367,482,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_Portrait_Michel_Pompom_Hat.JPG
634,Хризантемы,Chrysanthemums,цветная фотография,https://monet.1vasiliadi.com/img/1600/w634.webp,1638,1986,3.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Chrysanthemums_(Monet).JPG
635,Красные хризантемы,Chrysanthèmes rouges,цветная фотография,https://monet.1vasiliadi.com/img/1600/w635.webp,787,1024,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Chrysanth%C3%A8mes_rouges.jpg
636,Портрет месье Кокре (сына),Portrait of Mr Coqueret (son),скан из каталога,https://monet.1vasiliadi.com/img/1600/w636.webp,357,417,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_636.png"
638,Разлив Сены в Ветёе,The Flood of the Seine at Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w638.webp,746,597,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:La_Seine_en_crue_%C3%A0_V%C3%A9theuil_(1881)_Claude_Monet_(W_638).jpg
639,Ветёй. Затопленный луг,"Vetheuil, Prairie inondée",скан из каталога,https://monet.1vasiliadi.com/img/1600/w639.webp,1020,827,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w639.jpg
640,Весна в Ветёе,Spring in Vetheuil,скан из каталога,https://monet.1vasiliadi.com/img/1600/w640.webp,736,546,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w640.jpg
641,Наводнение в Ветёе,The Flood at Vetheuil,скан из каталога,https://monet.1vasiliadi.com/img/1600/w641.webp,1024,837,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w641.jpg
642,Наводнение,The Flood,скан из каталога,https://monet.1vasiliadi.com/img/1600/w642.webp,1023,615,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w642.jpg
643,Замок Ла-Рош-Гийон,The Chateau of Roche-Guyon,скан из каталога,https://monet.1vasiliadi.com/img/1600/w643.webp,1024,775,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w643.jpg
644,Лодка во время отлива в Фекане,Boat at Low Tide at Fecamp,цветная фотография,https://monet.1vasiliadi.com/img/1600/w644.webp,950,1292,1.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Boat_Lying_at_Low_Tide,_1881.jpg"
645,Лодки на берегу во время отлива в Фекане,Boats Lying at Low Tide at Fecamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w645.webp,834,1024,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w645.jpg
646,Мол в Фекане в непогоду,Jetty at Fecamp in bad weather,скан из каталога,https://monet.1vasiliadi.com/img/1600/w646.webp,1024,746,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w646_jetty_at_fecamp_in_rough_weather.jpg
647,Морской пейзаж близ Фекана,Seascape near Fecamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w647.webp,1024,747,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w647.jpg
648,"Море, вид со скал Фекана",The Sea Seen from the Cliffs of Fecamp,цветная фотография,https://monet.1vasiliadi.com/img/1600/w648.webp,2880,2322,6.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:La_Mer_vue_des_falaises_(1881)_Claude_Monet_(W_648).jpg
649,Штиль. Фекан,"Calm Weather, Fecamp",скан из каталога,https://monet.1vasiliadi.com/img/1600/w649.webp,736,538,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w649.jpg
650,Штиль. Пурвиль,"Temps calme, Pourville",цветная фотография,https://monet.1vasiliadi.com/img/1600/w650.webp,1000,806,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Temps_calme_Pourville.jpg
651,Утро у моря,Morning by the sea,скан из каталога,https://monet.1vasiliadi.com/img/1600/w651.webp,1024,749,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w651_morning_by_the_sea.jpg
652,"Фекан, у моря","Fecamp, by the Sea",цветная фотография,https://monet.1vasiliadi.com/img/1600/w652.webp,3658,3059,11.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Le_Havre_-_MAM_-_Claude_Monet_-_F%C3%A9camps,_bord_de_mer.jpg"
653,Скала в Гренвале близ Фекана,Cliff at Grainval near Fécamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w653.webp,1024,749,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w653.jpg
654,Скала в Грайвале,The Cliff at Graibal,скан из каталога,https://monet.1vasiliadi.com/img/1600/w654.webp,325,255,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_654.png"
655,Вид из Гренваля,View Taken from Grainval,скан из каталога,https://monet.1vasiliadi.com/img/1600/w655.webp,1023,756,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w655.jpg
656,Скала в Фекане,Cliff at Fecamp,цветная фотография,https://monet.1vasiliadi.com/img/1600/w656.webp,800,642,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:La_Falaise_%C3%A0_F%C3%A9camp_-_Claude_Monet_-_ABDAG003046.jpg
656a,Скала близ Фекана,Cliff near Fecamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w656a.webp,927,688,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w656a_cliff_near_fecamp.jpg
657,На скале в Фекане,On the Cliff at Fecamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w657.webp,500,398,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w657.jpg
658,Пляж в Фекане,The Beach at Fecamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w658.webp,1024,570,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w658.jpg
659,Море в Фекане,The Sea at Fecamp,скан из каталога,https://monet.1vasiliadi.com/img/1600/w659.webp,358,280,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_659.png"
660,Море в Фекане,The Sea at Fecamp,цветная фотография,https://monet.1vasiliadi.com/img/1600/w660.webp,1000,805,0.8,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Das_Meer_bei_F%C3%A9camp,_1881.jpg"
661,Разбивающиеся волны,Waves Breaking,цветная фотография,https://monet.1vasiliadi.com/img/1600/w661.webp,800,589,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Waves_Breaking,_1881.jpg"
662,Этюд моря,Sea Study,скан из каталога,https://monet.1vasiliadi.com/img/1600/w662.webp,1024,703,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w662.jpg
663,Бурное море,A Stormy Sea,скан из каталога,https://monet.1vasiliadi.com/img/1600/w663.webp,1024,834,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w663.jpg
664,Скалы Пти-Даль,Cliffs of Les Petites-Dalles,скан из каталога,https://monet.1vasiliadi.com/img/1600/w664.webp,736,611,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w664.jpg
665,Скалы в Пти-Даль,Cliffs at Les Petites-Dalles,скан из каталога,https://monet.1vasiliadi.com/img/1600/w665.webp,389,283,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_665.png"
665a,Скалы в Пти-Даль,Cliffs at Les Petites-Dalles,скан из каталога,https://monet.1vasiliadi.com/img/1600/w665a.webp,362,283,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_665a.png"
665b,Ле-Петит-Даль,Les Petites-Dalles,скан из каталога,https://monet.1vasiliadi.com/img/1600/w665b.webp,358,281,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_665b.png"
666,Сад в Ветёе,Garden at Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w666.webp,2560,2029,5.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:MB-Mon-08_Monet_Der-Garten-von-Vetheuil_1.jpg
667,Скалы Шантемеля,The Rocks de Chantemesle,скан из каталога,https://monet.1vasiliadi.com/img/1600/w667.webp,1024,778,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w667.jpg
668,Ветёй на закате,Vetheuil at Sunset,скан из каталога,https://monet.1vasiliadi.com/img/1600/w668.webp,1024,832,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w668.jpg
669,Склоны холмов близ Ветёя,Hillsides near Vétheuil,скан из каталога,https://monet.1vasiliadi.com/img/1600/w669.webp,1023,678,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w669.jpg
670,Ветёй,Vetheuil,скан из каталога,https://monet.1vasiliadi.com/img/1600/w670.webp,1024,644,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w670.jpg
671,Сена с высот Шантемеля,"The Seine, from Chantemesle's Heights",скан из каталога,https://monet.1vasiliadi.com/img/1600/w671.webp,1024,698,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w671.jpg
672,Церковь в Ветёе,The Church at Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w672.webp,640,414,0.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:L'%C3%A9glise_de_V%C3%A9theuil_(1881)_Claude_Monet_(W_672).jpg
673,Сена в Ветёе,The Seine at Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w673.webp,2119,1545,3.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_La_Seine_%C3%A0_V%C3%A9theuil_(1881).jpg
674,Сена между Ветёем и Ла-Рош-Гийоном,The Seine between Vetheuil and La Roche-Guyon,скан из каталога,https://monet.1vasiliadi.com/img/1600/w674.webp,351,257,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_674.png"
675,Берега Сены близ Ветёя,The Banks of the Seine near Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w675.webp,848,634,0.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Les_bords_de_la_Seine_pr%C3%A8s_de_V%C3%A9theuil_(1881)_Claude_Monet_(W675).jpg
676,Пшеничное поле,Wheatfield,цветная фотография,https://monet.1vasiliadi.com/img/1600/w676.webp,2560,2047,5.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:MB-Mon-09_Monet_Weizenfeld_1.jpg
677,Маковое поле,Champ de coquelicots,цветная фотография,https://monet.1vasiliadi.com/img/1600/w677.webp,3840,2808,10.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Poppy_Field_-_Google_Art_Project_(430231).jpg
678,"Дорога среди маковых полей, остров Сен-Мартен","Lane in the Poppy Fields, Ile Saint-Martin",скан из каталога,https://monet.1vasiliadi.com/img/1600/w678.webp,529,640,0.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w678_lane_in_ile_st_martin.jpg
679,Пейзаж на острове Сен-Мартен,Landscape on the Ile Saint Martin,цветная фотография,https://monet.1vasiliadi.com/img/1600/w679.webp,1920,2348,4.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:MB-Mon-10_Monet_Landschaft-auf-der-Ile-Saint-Martin_1.jpg
680,Алиса Ошеде в саду,Alice Hoschede in the Garden,цветная фотография,https://monet.1vasiliadi.com/img/1600/w680.webp,2880,3513,10.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Alice_Hosched%C3%A9_au_jardin_(1881)_Claude_Monet_(W_680).jpg
681,Терраса в Ветёе,The Terrace at Vetheuil,скан из каталога,https://monet.1vasiliadi.com/img/1600/w681.webp,396,500,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w681_the_terrace_at_vetheuil.jpg
682,Сад Моне в Ветёе,Monet's Garden at Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w682.webp,511,640,0.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_the-steps-at-vetheuil.jpg
683,Сад в Ветёе,The Garden at Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w683.webp,1941,2387,4.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Artist's_garden_at_Vetheuil_by_Claude_Monet.jpg
684,Сад Моне в Ветёе,Monet's Garden at Vetheuil,скан из каталога,https://monet.1vasiliadi.com/img/1600/w684.webp,824,1023,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w684.jpg
685,Сад художника в Ветёе,The Artist's Garden at Vetheuil,цветная фотография,https://monet.1vasiliadi.com/img/1600/w685.webp,3069,3840,11.8,National Gallery of Art,https://www.nga.gov/collection/art-object-page.52189.html
